Name,Age,Overall,Wage,Preferred Foot,International Reputation,Weak Foot,Skill Moves,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
A. Dávila,19,62,3000,Left,1.0,3.0,2.0,62.0,62.0,62.0,56.0,59.0,59.0,59.0,56.0,56.0,56.0,56.0,53.0,48.0,48.0,48.0,53.0,37.0,36.0,36.0,36.0,37.0,35.0,35.0,35.0,35.0,35.0,32.0,73.0,67.0,54.0,57.0,57.0,40.0,35.0,33.0,59.0,52.0,46.0,55.0,53.0,70.0,58.0,69.0,44.0,53.0,69.0,32.0,12.0,60.0,40.0,56.0,48.0,25.0,12.0,15.0
K. Mawatari,27,62,2000,Right,1.0,3.0,2.0,53.0,53.0,53.0,57.0,55.0,55.0,55.0,57.0,56.0,56.0,56.0,59.0,58.0,58.0,58.0,59.0,63.0,62.0,62.0,62.0,63.0,62.0,60.0,60.0,60.0,62.0,61.0,36.0,45.0,59.0,46.0,61.0,58.0,40.0,63.0,60.0,68.0,65.0,60.0,60.0,70.0,57.0,58.0,64.0,56.0,40.0,61.0,59.0,43.0,44.0,41.0,50.0,63.0,63.0,59.0
D. Hernández,18,62,3000,Left,1.0,3.0,3.0,63.0,63.0,63.0,64.0,63.0,63.0,63.0,64.0,62.0,62.0,62.0,63.0,56.0,56.0,56.0,63.0,48.0,45.0,45.0,45.0,48.0,46.0,40.0,40.0,40.0,46.0,58.0,66.0,47.0,60.0,58.0,70.0,52.0,40.0,55.0,67.0,72.0,68.0,65.0,50.0,62.0,68.0,48.0,46.0,61.0,50.0,31.0,24.0,56.0,49.0,61.0,53.0,25.0,33.0,27.0
Quinti,21,62,3000,Left,1.0,3.0,2.0,49.0,49.0,49.0,53.0,51.0,51.0,51.0,53.0,54.0,54.0,54.0,56.0,58.0,58.0,58.0,56.0,61.0,62.0,62.0,62.0,61.0,62.0,61.0,61.0,61.0,62.0,56.0,30.0,56.0,63.0,33.0,43.0,45.0,36.0,68.0,54.0,68.0,69.0,61.0,56.0,62.0,33.0,63.0,58.0,56.0,32.0,55.0,65.0,49.0,53.0,48.0,51.0,60.0,62.0,59.0
I. Ljubić,21,62,3000,Right,1.0,3.0,2.0,56.0,56.0,56.0,58.0,59.0,59.0,59.0,58.0,61.0,61.0,61.0,59.0,62.0,62.0,62.0,59.0,60.0,63.0,63.0,63.0,60.0,60.0,60.0,60.0,60.0,60.0,37.0,36.0,54.0,64.0,32.0,58.0,38.0,37.0,59.0,66.0,63.0,63.0,59.0,61.0,61.0,56.0,49.0,72.0,64.0,56.0,62.0,58.0,57.0,59.0,43.0,60.0,59.0,57.0,55.0
F. Barceló,25,62,3000,Right,1.0,3.0,2.0,63.0,63.0,63.0,59.0,60.0,60.0,60.0,59.0,57.0,57.0,57.0,55.0,48.0,48.0,48.0,55.0,41.0,37.0,37.0,37.0,41.0,40.0,39.0,39.0,39.0,40.0,39.0,68.0,64.0,47.0,50.0,56.0,41.0,38.0,35.0,63.0,71.0,73.0,73.0,50.0,73.0,64.0,84.0,34.0,61.0,53.0,27.0,19.0,58.0,45.0,59.0,52.0,23.0,21.0,22.0
K. Fukai,23,62,1000,Right,1.0,4.0,3.0,55.0,55.0,55.0,60.0,58.0,58.0,58.0,60.0,60.0,60.0,60.0,62.0,62.0,62.0,62.0,62.0,63.0,63.0,63.0,63.0,63.0,61.0,60.0,60.0,60.0,61.0,63.0,40.0,46.0,69.0,33.0,66.0,49.0,39.0,62.0,68.0,61.0,59.0,52.0,62.0,69.0,56.0,63.0,63.0,68.0,46.0,62.0,52.0,44.0,51.0,40.0,57.0,59.0,61.0,55.0
H. Sy,22,62,1000,Left,1.0,3.0,2.0,53.0,53.0,53.0,56.0,54.0,54.0,54.0,56.0,53.0,53.0,53.0,57.0,54.0,54.0,54.0,57.0,63.0,59.0,59.0,59.0,63.0,63.0,63.0,63.0,63.0,63.0,60.0,25.0,54.0,61.0,27.0,57.0,32.0,32.0,43.0,59.0,73.0,70.0,60.0,56.0,72.0,50.0,70.0,65.0,72.0,40.0,59.0,59.0,55.0,32.0,36.0,62.0,59.0,64.0,58.0
J. Odgaard,19,62,4000,Left,1.0,3.0,3.0,62.0,62.0,62.0,61.0,62.0,62.0,62.0,61.0,61.0,61.0,61.0,59.0,53.0,53.0,53.0,59.0,46.0,46.0,46.0,46.0,46.0,45.0,46.0,46.0,46.0,45.0,42.0,59.0,54.0,56.0,44.0,63.0,49.0,34.0,38.0,65.0,68.0,66.0,64.0,56.0,73.0,64.0,60.0,40.0,67.0,55.0,39.0,22.0,63.0,54.0,59.0,64.0,55.0,31.0,22.0
T. Bunmathan,28,62,2000,Left,1.0,3.0,2.0,56.0,56.0,56.0,61.0,59.0,59.0,59.0,61.0,59.0,59.0,59.0,62.0,60.0,60.0,60.0,62.0,64.0,62.0,62.0,62.0,64.0,63.0,61.0,61.0,61.0,63.0,68.0,43.0,51.0,62.0,33.0,58.0,67.0,51.0,54.0,70.0,64.0,64.0,70.0,66.0,76.0,45.0,76.0,58.0,55.0,41.0,57.0,64.0,57.0,45.0,61.0,53.0,56.0,62.0,53.0
M. Willsch,27,62,2000,Right,1.0,3.0,2.0,58.0,58.0,58.0,61.0,59.0,59.0,59.0,61.0,59.0,59.0,59.0,63.0,59.0,59.0,59.0,63.0,63.0,60.0,60.0,60.0,63.0,61.0,57.0,57.0,57.0,61.0,63.0,47.0,44.0,63.0,46.0,55.0,49.0,34.0,49.0,61.0,76.0,78.0,67.0,62.0,68.0,62.0,55.0,82.0,60.0,38.0,64.0,57.0,57.0,51.0,52.0,46.0,59.0,52.0,39.0
L. Fomba,20,62,1000,Right,1.0,2.0,2.0,55.0,55.0,55.0,56.0,56.0,56.0,56.0,56.0,58.0,58.0,58.0,58.0,60.0,60.0,60.0,58.0,62.0,63.0,63.0,63.0,62.0,62.0,63.0,63.0,63.0,62.0,45.0,38.0,65.0,67.0,44.0,61.0,41.0,43.0,65.0,64.0,60.0,67.0,73.0,55.0,75.0,65.0,68.0,65.0,63.0,43.0,47.0,55.0,35.0,53.0,45.0,45.0,59.0,67.0,64.0
C. Huérfano,22,62,1000,Right,1.0,3.0,3.0,55.0,55.0,55.0,62.0,60.0,60.0,60.0,62.0,61.0,61.0,61.0,63.0,57.0,57.0,57.0,63.0,53.0,49.0,49.0,49.0,53.0,51.0,43.0,43.0,43.0,51.0,58.0,43.0,38.0,60.0,44.0,66.0,40.0,34.0,53.0,63.0,77.0,75.0,77.0,56.0,81.0,54.0,57.0,63.0,40.0,47.0,38.0,23.0,57.0,58.0,50.0,64.0,59.0,30.0,33.0
I. Govea,21,62,2000,Right,1.0,3.0,2.0,50.0,50.0,50.0,55.0,53.0,53.0,53.0,55.0,52.0,52.0,52.0,58.0,53.0,53.0,53.0,58.0,62.0,57.0,57.0,57.0,62.0,63.0,60.0,60.0,60.0,63.0,57.0,31.0,52.0,42.0,32.0,64.0,35.0,32.0,50.0,52.0,79.0,79.0,49.0,65.0,73.0,33.0,61.0,68.0,58.0,26.0,57.0,55.0,45.0,49.0,44.0,48.0,60.0,65.0,63.0
B. Gladwin,26,62,7000,Right,1.0,4.0,3.0,62.0,62.0,62.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,64.0,63.0,63.0,63.0,64.0,61.0,61.0,61.0,61.0,61.0,60.0,59.0,59.0,59.0,60.0,62.0,52.0,55.0,65.0,49.0,66.0,41.0,44.0,61.0,64.0,69.0,66.0,62.0,56.0,67.0,67.0,68.0,70.0,78.0,60.0,65.0,53.0,57.0,61.0,47.0,62.0,49.0,55.0,49.0
Huang Zhengyu,21,62,2000,Right,1.0,3.0,2.0,46.0,46.0,46.0,53.0,49.0,49.0,49.0,53.0,49.0,49.0,49.0,54.0,49.0,49.0,49.0,54.0,64.0,57.0,57.0,57.0,64.0,64.0,62.0,62.0,62.0,64.0,57.0,24.0,44.0,49.0,25.0,59.0,27.0,33.0,27.0,58.0,71.0,78.0,76.0,62.0,69.0,27.0,60.0,59.0,58.0,22.0,49.0,66.0,36.0,32.0,32.0,55.0,65.0,69.0,65.0
A. Verdugo,20,62,2000,Right,1.0,3.0,2.0,59.0,59.0,59.0,62.0,62.0,62.0,62.0,62.0,63.0,63.0,63.0,62.0,63.0,63.0,63.0,62.0,62.0,63.0,63.0,63.0,62.0,63.0,62.0,62.0,62.0,63.0,50.0,54.0,54.0,66.0,39.0,62.0,56.0,40.0,64.0,62.0,70.0,66.0,65.0,59.0,85.0,58.0,67.0,54.0,46.0,42.0,64.0,58.0,60.0,62.0,48.0,68.0,64.0,64.0,66.0
V. Slivka,23,62,1000,Right,1.0,3.0,3.0,55.0,55.0,55.0,58.0,58.0,58.0,58.0,58.0,62.0,62.0,62.0,59.0,63.0,63.0,63.0,59.0,54.0,58.0,58.0,58.0,54.0,52.0,53.0,53.0,53.0,52.0,44.0,46.0,48.0,73.0,47.0,68.0,51.0,51.0,69.0,73.0,43.0,46.0,68.0,50.0,65.0,58.0,53.0,55.0,68.0,56.0,38.0,40.0,40.0,58.0,58.0,56.0,53.0,47.0,47.0
W. Hashimoto,31,62,1000,Left,1.0,2.0,2.0,54.0,54.0,54.0,61.0,57.0,57.0,57.0,61.0,60.0,60.0,60.0,63.0,61.0,61.0,61.0,63.0,64.0,62.0,62.0,62.0,64.0,63.0,59.0,59.0,59.0,63.0,69.0,39.0,44.0,67.0,34.0,64.0,59.0,34.0,61.0,60.0,69.0,67.0,66.0,61.0,64.0,44.0,70.0,65.0,71.0,36.0,45.0,62.0,50.0,54.0,31.0,65.0,48.0,61.0,59.0
J. Broh Tonye,21,62,6000,Right,1.0,3.0,2.0,60.0,60.0,60.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,63.0,63.0,63.0,63.0,63.0,64.0,64.0,64.0,64.0,64.0,64.0,63.0,63.0,63.0,64.0,54.0,37.0,60.0,66.0,52.0,60.0,47.0,47.0,62.0,64.0,74.0,72.0,70.0,66.0,70.0,69.0,68.0,63.0,53.0,55.0,67.0,57.0,59.0,55.0,56.0,45.0,59.0,65.0,60.0
A. Kanté,23,62,1000,Right,1.0,3.0,2.0,63.0,63.0,63.0,64.0,63.0,63.0,63.0,64.0,62.0,62.0,62.0,63.0,54.0,54.0,54.0,63.0,46.0,42.0,42.0,42.0,46.0,43.0,38.0,38.0,38.0,43.0,48.0,64.0,48.0,59.0,45.0,61.0,41.0,29.0,48.0,62.0,89.0,85.0,70.0,53.0,67.0,58.0,68.0,62.0,76.0,57.0,50.0,12.0,58.0,51.0,63.0,50.0,20.0,16.0,18.0
S. Strand,25,62,1000,Right,1.0,4.0,2.0,49.0,49.0,49.0,55.0,52.0,52.0,52.0,55.0,52.0,52.0,52.0,57.0,52.0,52.0,52.0,57.0,62.0,57.0,57.0,57.0,62.0,62.0,58.0,58.0,58.0,62.0,52.0,27.0,45.0,49.0,30.0,55.0,32.0,30.0,42.0,60.0,82.0,84.0,66.0,56.0,72.0,34.0,64.0,76.0,50.0,30.0,51.0,58.0,47.0,42.0,32.0,51.0,61.0,58.0,58.0
Vitinho,18,62,1000,Right,1.0,3.0,3.0,51.0,51.0,51.0,60.0,58.0,58.0,58.0,60.0,60.0,60.0,60.0,62.0,59.0,59.0,59.0,62.0,63.0,61.0,61.0,61.0,63.0,62.0,60.0,60.0,60.0,62.0,53.0,23.0,39.0,63.0,25.0,71.0,49.0,41.0,50.0,65.0,78.0,73.0,79.0,55.0,78.0,38.0,75.0,64.0,58.0,31.0,62.0,53.0,56.0,57.0,38.0,57.0,55.0,65.0,63.0
F. Mayer,20,62,3000,Right,1.0,3.0,2.0,44.0,44.0,44.0,41.0,41.0,41.0,41.0,41.0,40.0,40.0,40.0,43.0,44.0,44.0,44.0,43.0,54.0,55.0,55.0,55.0,54.0,57.0,63.0,63.0,63.0,57.0,36.0,31.0,60.0,46.0,29.0,39.0,32.0,32.0,39.0,42.0,54.0,52.0,37.0,49.0,46.0,49.0,67.0,55.0,70.0,23.0,59.0,60.0,28.0,30.0,47.0,42.0,61.0,68.0,67.0
B. Maguire,28,62,1000,Right,1.0,4.0,2.0,57.0,57.0,57.0,60.0,60.0,60.0,60.0,60.0,61.0,61.0,61.0,61.0,63.0,63.0,63.0,61.0,60.0,61.0,61.0,61.0,60.0,59.0,59.0,59.0,59.0,59.0,57.0,39.0,54.0,62.0,50.0,58.0,61.0,61.0,63.0,61.0,60.0,58.0,60.0,63.0,64.0,57.0,65.0,62.0,64.0,58.0,58.0,53.0,58.0,69.0,62.0,66.0,46.0,60.0,59.0
G. Williams,25,62,3000,Right,1.0,3.0,2.0,47.0,47.0,47.0,55.0,51.0,51.0,51.0,55.0,54.0,54.0,54.0,58.0,56.0,56.0,56.0,58.0,63.0,61.0,61.0,61.0,63.0,63.0,63.0,63.0,63.0,63.0,60.0,25.0,57.0,61.0,22.0,61.0,37.0,34.0,61.0,58.0,76.0,69.0,82.0,55.0,70.0,24.0,92.0,72.0,70.0,29.0,55.0,50.0,33.0,46.0,29.0,52.0,61.0,64.0,64.0
M. Håkansson,25,62,1000,Right,1.0,3.0,2.0,62.0,62.0,62.0,62.0,61.0,61.0,61.0,62.0,60.0,60.0,60.0,62.0,58.0,58.0,58.0,62.0,58.0,56.0,56.0,56.0,58.0,57.0,54.0,54.0,54.0,57.0,58.0,52.0,53.0,60.0,57.0,60.0,59.0,45.0,55.0,58.0,72.0,85.0,63.0,61.0,66.0,65.0,64.0,70.0,74.0,55.0,66.0,49.0,61.0,47.0,44.0,51.0,42.0,43.0,41.0
F. Kohls,23,62,1000,Right,1.0,4.0,2.0,50.0,50.0,50.0,58.0,56.0,56.0,56.0,58.0,60.0,60.0,60.0,61.0,62.0,62.0,62.0,61.0,61.0,63.0,63.0,63.0,61.0,60.0,57.0,57.0,57.0,60.0,47.0,34.0,37.0,69.0,28.0,58.0,41.0,38.0,63.0,62.0,69.0,63.0,80.0,57.0,77.0,44.0,73.0,74.0,49.0,29.0,60.0,62.0,50.0,64.0,42.0,62.0,59.0,55.0,48.0
Jeon Hyeon Chul,27,62,1000,Right,1.0,3.0,2.0,62.0,62.0,62.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,62.0,57.0,57.0,57.0,62.0,49.0,46.0,46.0,46.0,49.0,47.0,41.0,41.0,41.0,47.0,57.0,61.0,55.0,62.0,59.0,59.0,46.0,44.0,54.0,58.0,70.0,77.0,67.0,57.0,77.0,63.0,59.0,56.0,51.0,61.0,33.0,32.0,62.0,62.0,63.0,57.0,45.0,18.0,16.0
J. Weir,22,62,4000,Right,1.0,2.0,3.0,57.0,57.0,57.0,62.0,60.0,60.0,60.0,62.0,63.0,63.0,63.0,64.0,62.0,62.0,62.0,64.0,61.0,60.0,60.0,60.0,61.0,59.0,56.0,56.0,56.0,59.0,58.0,44.0,48.0,69.0,43.0,65.0,50.0,43.0,64.0,69.0,74.0,66.0,74.0,52.0,75.0,53.0,56.0,63.0,58.0,45.0,49.0,52.0,52.0,57.0,46.0,59.0,56.0,53.0,49.0
M. Rose,35,62,1000,Left,1.0,2.0,2.0,59.0,59.0,59.0,60.0,59.0,59.0,59.0,60.0,60.0,60.0,60.0,61.0,62.0,62.0,62.0,61.0,62.0,63.0,63.0,63.0,62.0,62.0,62.0,62.0,62.0,62.0,66.0,44.0,55.0,58.0,59.0,54.0,70.0,74.0,67.0,62.0,59.0,58.0,66.0,55.0,67.0,65.0,73.0,70.0,75.0,65.0,65.0,54.0,60.0,63.0,66.0,55.0,60.0,60.0,62.0
B. Moore,29,62,3000,Right,1.0,3.0,2.0,58.0,58.0,58.0,62.0,61.0,61.0,61.0,62.0,60.0,60.0,60.0,62.0,55.0,55.0,55.0,62.0,52.0,46.0,46.0,46.0,52.0,49.0,41.0,41.0,41.0,49.0,57.0,53.0,41.0,56.0,49.0,63.0,50.0,33.0,43.0,57.0,82.0,75.0,83.0,53.0,81.0,57.0,71.0,72.0,51.0,47.0,34.0,37.0,63.0,56.0,52.0,49.0,29.0,31.0,23.0
D. Mihailovic,19,62,1000,Right,1.0,2.0,2.0,60.0,60.0,60.0,61.0,62.0,62.0,62.0,61.0,63.0,63.0,63.0,62.0,64.0,64.0,64.0,62.0,60.0,63.0,63.0,63.0,60.0,60.0,60.0,60.0,60.0,60.0,48.0,48.0,51.0,70.0,53.0,60.0,53.0,54.0,65.0,66.0,63.0,67.0,59.0,58.0,69.0,64.0,59.0,68.0,67.0,54.0,65.0,49.0,59.0,59.0,48.0,63.0,62.0,55.0,53.0
K. Al Kaabi,26,62,5000,Right,1.0,3.0,3.0,59.0,59.0,59.0,63.0,61.0,61.0,61.0,63.0,60.0,60.0,60.0,63.0,54.0,54.0,54.0,63.0,48.0,41.0,41.0,41.0,48.0,45.0,34.0,34.0,34.0,45.0,60.0,57.0,41.0,57.0,37.0,63.0,52.0,46.0,49.0,60.0,80.0,85.0,76.0,56.0,82.0,71.0,70.0,70.0,46.0,47.0,30.0,16.0,52.0,54.0,59.0,55.0,17.0,19.0,17.0
J. Brown,23,62,3000,Left,1.0,3.0,3.0,61.0,61.0,61.0,63.0,62.0,62.0,62.0,63.0,63.0,63.0,63.0,63.0,59.0,59.0,59.0,63.0,56.0,55.0,55.0,55.0,56.0,55.0,51.0,51.0,51.0,55.0,48.0,60.0,44.0,64.0,53.0,66.0,60.0,58.0,55.0,61.0,75.0,77.0,75.0,52.0,72.0,54.0,62.0,71.0,64.0,51.0,58.0,42.0,61.0,53.0,46.0,53.0,44.0,44.0,43.0
D. Rosende,32,62,1000,Right,1.0,3.0,2.0,53.0,53.0,53.0,55.0,55.0,55.0,55.0,55.0,59.0,59.0,59.0,56.0,63.0,63.0,63.0,56.0,59.0,66.0,66.0,66.0,59.0,59.0,63.0,63.0,63.0,59.0,52.0,38.0,53.0,67.0,38.0,51.0,44.0,38.0,70.0,67.0,55.0,32.0,64.0,57.0,69.0,57.0,72.0,53.0,60.0,61.0,69.0,68.0,48.0,55.0,47.0,58.0,66.0,64.0,52.0
D. Baumgartner,21,62,2000,Right,1.0,2.0,2.0,47.0,47.0,47.0,43.0,45.0,45.0,45.0,43.0,45.0,45.0,45.0,44.0,49.0,49.0,49.0,44.0,52.0,57.0,57.0,57.0,52.0,55.0,62.0,62.0,62.0,55.0,22.0,29.0,64.0,57.0,22.0,32.0,25.0,24.0,51.0,43.0,62.0,52.0,59.0,60.0,60.0,52.0,76.0,47.0,64.0,31.0,65.0,57.0,41.0,35.0,36.0,53.0,56.0,65.0,62.0
M. Pantović,21,62,2000,Right,1.0,3.0,3.0,61.0,61.0,61.0,63.0,62.0,62.0,62.0,63.0,61.0,61.0,61.0,62.0,55.0,55.0,55.0,62.0,50.0,46.0,46.0,46.0,50.0,48.0,42.0,42.0,42.0,48.0,60.0,61.0,53.0,55.0,56.0,68.0,49.0,46.0,46.0,69.0,67.0,62.0,65.0,51.0,62.0,62.0,57.0,61.0,55.0,44.0,32.0,21.0,58.0,55.0,50.0,49.0,34.0,34.0,31.0
M. Goncalves,17,62,2000,Left,1.0,2.0,2.0,55.0,55.0,55.0,56.0,55.0,55.0,55.0,56.0,55.0,55.0,55.0,57.0,58.0,58.0,58.0,57.0,62.0,62.0,62.0,62.0,62.0,63.0,64.0,64.0,64.0,63.0,59.0,42.0,63.0,59.0,36.0,50.0,36.0,40.0,58.0,56.0,62.0,61.0,63.0,59.0,68.0,52.0,65.0,68.0,68.0,41.0,65.0,62.0,51.0,52.0,42.0,57.0,59.0,63.0,62.0
J. Branger-Engone,24,62,3000,Left,1.0,2.0,4.0,60.0,60.0,60.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,62.0,59.0,59.0,59.0,62.0,49.0,49.0,49.0,49.0,49.0,46.0,42.0,42.0,42.0,46.0,48.0,61.0,40.0,64.0,46.0,65.0,51.0,44.0,60.0,69.0,70.0,61.0,65.0,48.0,64.0,55.0,67.0,53.0,51.0,52.0,41.0,23.0,66.0,53.0,40.0,58.0,35.0,41.0,24.0
R. Renner,24,62,3000,Left,1.0,3.0,2.0,56.0,56.0,56.0,62.0,59.0,59.0,59.0,62.0,60.0,60.0,60.0,62.0,56.0,56.0,56.0,62.0,54.0,48.0,48.0,48.0,54.0,52.0,42.0,42.0,42.0,52.0,63.0,55.0,51.0,59.0,45.0,66.0,65.0,43.0,55.0,63.0,72.0,72.0,69.0,52.0,67.0,47.0,34.0,68.0,40.0,47.0,38.0,32.0,48.0,53.0,55.0,45.0,36.0,33.0,38.0
R. Hatsuse,20,62,2000,Right,1.0,4.0,2.0,48.0,48.0,48.0,52.0,49.0,49.0,49.0,52.0,49.0,49.0,49.0,53.0,49.0,49.0,49.0,53.0,61.0,55.0,55.0,55.0,61.0,62.0,61.0,61.0,61.0,62.0,59.0,28.0,56.0,53.0,30.0,46.0,31.0,34.0,29.0,56.0,70.0,73.0,57.0,57.0,71.0,31.0,72.0,59.0,58.0,30.0,51.0,59.0,47.0,36.0,33.0,42.0,59.0,62.0,64.0
Y. Tanaka,29,62,1000,Left,1.0,2.0,2.0,47.0,47.0,47.0,54.0,50.0,50.0,50.0,54.0,51.0,51.0,51.0,56.0,52.0,52.0,52.0,56.0,62.0,58.0,58.0,58.0,62.0,62.0,60.0,60.0,60.0,62.0,64.0,28.0,47.0,48.0,27.0,54.0,28.0,30.0,42.0,61.0,63.0,63.0,71.0,58.0,78.0,27.0,70.0,72.0,58.0,20.0,65.0,62.0,52.0,38.0,30.0,60.0,58.0,61.0,60.0
R. Droehnle,19,62,2000,Left,1.0,3.0,2.0,44.0,44.0,44.0,43.0,42.0,42.0,42.0,43.0,43.0,43.0,43.0,46.0,47.0,47.0,47.0,46.0,57.0,57.0,57.0,57.0,57.0,59.0,62.0,62.0,62.0,59.0,48.0,21.0,65.0,57.0,34.0,38.0,43.0,32.0,39.0,45.0,52.0,52.0,46.0,51.0,61.0,42.0,66.0,60.0,59.0,29.0,57.0,57.0,34.0,32.0,42.0,47.0,65.0,67.0,62.0
S. McCoulsky,21,62,6000,Right,1.0,3.0,2.0,63.0,63.0,63.0,59.0,60.0,60.0,60.0,59.0,56.0,56.0,56.0,57.0,47.0,47.0,47.0,57.0,42.0,38.0,38.0,38.0,42.0,41.0,39.0,39.0,39.0,41.0,29.0,61.0,59.0,45.0,44.0,57.0,40.0,30.0,29.0,59.0,91.0,88.0,72.0,55.0,69.0,60.0,77.0,68.0,74.0,52.0,58.0,14.0,58.0,40.0,59.0,49.0,20.0,14.0,14.0
F. Dady Ngoy,28,62,1000,Right,1.0,3.0,2.0,57.0,57.0,57.0,62.0,60.0,60.0,60.0,62.0,61.0,61.0,61.0,62.0,60.0,60.0,60.0,62.0,63.0,61.0,61.0,61.0,63.0,63.0,59.0,59.0,59.0,63.0,56.0,50.0,43.0,64.0,40.0,58.0,52.0,48.0,61.0,59.0,78.0,80.0,92.0,55.0,90.0,54.0,70.0,73.0,51.0,53.0,67.0,53.0,56.0,50.0,54.0,45.0,62.0,63.0,56.0
M. Dolan,25,62,2000,Left,1.0,2.0,2.0,60.0,60.0,60.0,63.0,62.0,62.0,62.0,63.0,63.0,63.0,63.0,63.0,62.0,62.0,62.0,63.0,59.0,58.0,58.0,58.0,59.0,57.0,55.0,55.0,55.0,57.0,59.0,54.0,46.0,64.0,46.0,62.0,70.0,56.0,59.0,63.0,66.0,66.0,75.0,57.0,79.0,66.0,72.0,75.0,70.0,62.0,54.0,43.0,55.0,65.0,45.0,68.0,55.0,50.0,42.0
S. Jackson,31,62,2000,Right,1.0,3.0,2.0,63.0,63.0,63.0,62.0,62.0,62.0,62.0,62.0,60.0,60.0,60.0,60.0,54.0,54.0,54.0,60.0,49.0,46.0,46.0,46.0,49.0,48.0,44.0,44.0,44.0,48.0,45.0,61.0,60.0,54.0,62.0,58.0,53.0,39.0,38.0,59.0,80.0,76.0,79.0,57.0,83.0,62.0,70.0,74.0,67.0,58.0,50.0,33.0,59.0,55.0,64.0,56.0,23.0,26.0,25.0
D. Oldaker,19,62,1000,Right,1.0,3.0,3.0,57.0,57.0,57.0,61.0,61.0,61.0,61.0,61.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,57.0,57.0,57.0,57.0,57.0,55.0,51.0,51.0,51.0,55.0,50.0,37.0,47.0,65.0,43.0,65.0,72.0,65.0,69.0,67.0,72.0,70.0,70.0,57.0,66.0,64.0,68.0,72.0,62.0,59.0,44.0,49.0,49.0,63.0,38.0,53.0,46.0,39.0,35.0
R. Basque,23,62,1000,Right,1.0,4.0,3.0,62.0,62.0,62.0,64.0,63.0,63.0,63.0,64.0,64.0,64.0,64.0,65.0,64.0,64.0,64.0,65.0,63.0,63.0,63.0,63.0,63.0,63.0,62.0,62.0,62.0,63.0,55.0,51.0,60.0,68.0,50.0,65.0,50.0,50.0,60.0,67.0,69.0,69.0,63.0,60.0,66.0,60.0,61.0,74.0,69.0,58.0,57.0,51.0,59.0,56.0,50.0,60.0,61.0,60.0,55.0
Javi Pérez,32,62,1000,Left,1.0,3.0,2.0,60.0,60.0,60.0,59.0,61.0,61.0,61.0,59.0,61.0,61.0,61.0,60.0,63.0,63.0,63.0,60.0,59.0,62.0,62.0,62.0,59.0,59.0,62.0,62.0,62.0,59.0,49.0,45.0,62.0,66.0,43.0,57.0,52.0,59.0,64.0,65.0,58.0,55.0,46.0,58.0,58.0,67.0,65.0,60.0,69.0,61.0,67.0,53.0,60.0,62.0,57.0,55.0,57.0,59.0,56.0
C. Ogilvie,22,62,9000,Left,1.0,2.0,2.0,51.0,51.0,51.0,54.0,52.0,52.0,52.0,54.0,52.0,52.0,52.0,56.0,53.0,53.0,53.0,56.0,62.0,59.0,59.0,59.0,62.0,63.0,62.0,62.0,62.0,63.0,58.0,32.0,58.0,54.0,30.0,55.0,49.0,58.0,43.0,58.0,65.0,69.0,61.0,49.0,63.0,40.0,74.0,69.0,67.0,37.0,43.0,61.0,50.0,42.0,42.0,46.0,65.0,65.0,62.0
Z. Elbouzedi,20,62,1000,Right,1.0,3.0,3.0,58.0,58.0,58.0,61.0,61.0,61.0,61.0,61.0,62.0,62.0,62.0,62.0,59.0,59.0,59.0,62.0,52.0,52.0,52.0,52.0,52.0,50.0,46.0,46.0,46.0,50.0,50.0,54.0,41.0,63.0,50.0,71.0,57.0,52.0,63.0,68.0,55.0,69.0,55.0,58.0,68.0,65.0,56.0,49.0,48.0,50.0,42.0,29.0,44.0,62.0,60.0,63.0,48.0,35.0,41.0
P. Dárdai,19,62,2000,Left,1.0,2.0,3.0,59.0,59.0,59.0,65.0,62.0,62.0,62.0,65.0,62.0,62.0,62.0,63.0,55.0,55.0,55.0,63.0,54.0,48.0,48.0,48.0,54.0,51.0,44.0,44.0,44.0,51.0,65.0,61.0,34.0,54.0,46.0,70.0,42.0,35.0,43.0,67.0,76.0,68.0,77.0,56.0,73.0,62.0,56.0,53.0,34.0,57.0,42.0,21.0,54.0,53.0,47.0,51.0,58.0,45.0,34.0
