Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
7.1,50.0,No,6.2,7,33.91
4.6,95.6,No,8.6,6,53.82
7.3,58.9,No,5.5,9,49.05
5.9,59.7,Yes,8.0,4,43.64
1.9,89.6,No,4.8,1,53.94
2.3,78.2,Yes,4.9,6,40.3
4.5,81.9,Yes,6.3,1,51.68
4.2,77.5,Yes,5.2,9,55.5
6.9,95.8,Yes,8.5,5,70.14
5.6,52.2,Yes,4.3,2,39.64
4.1,98.4,Yes,7.0,8,62.44
2.4,89.0,No,7.0,6,55.27
2.8,74.7,No,4.3,3,43.26
5.6,79.1,No,7.7,2,55.79
4.4,78.3,No,6.3,4,46.63
5.1,43.4,No,7.6,1,22.97
2.4,52.9,Yes,8.1,1,25.67
6.3,96.7,No,5.6,5,60.79
7.8,71.5,No,6.4,9,54.98
3.1,62.3,No,5.3,5,34.84
4.9,85.0,Yes,5.0,6,52.96
8.8,70.9,No,4.0,9,58.41
3.7,40.8,Yes,8.8,3,21.34
5.8,83.4,Yes,6.2,4,56.35
1.7,83.2,Yes,4.1,2,41.97
5.8,49.7,Yes,4.0,4,35.3
1.7,96.4,Yes,5.4,8,58.81
8.7,53.2,No,4.1,2,40.17
6.7,67.0,Yes,5.9,4,45.95
7.3,46.8,Yes,4.3,8,38.33
6.6,75.6,Yes,4.2,7,59.81
5.7,62.2,No,7.3,9,51.83
4.6,60.8,No,8.5,2,35.95
7.9,88.8,Yes,6.0,4,64.44
8.7,40.6,Yes,8.2,9,36.13
5.0,87.1,No,4.1,6,55.46
8.5,73.7,No,7.9,9,54.91
5.7,98.2,Yes,4.3,9,66.55
5.3,74.8,Yes,8.2,7,57.82
4.6,43.3,No,8.4,7,25.51
2.7,43.0,Yes,7.9,8,24.94
1.0,92.1,No,8.1,2,44.09
2.9,89.6,Yes,6.8,7,49.26
5.1,60.4,Yes,5.3,6,45.82
4.0,76.5,No,7.2,7,50.57
4.6,68.9,No,6.2,6,52.32
8.8,97.1,Yes,4.0,3,66.88
3.8,96.0,No,6.4,5,51.6
4.6,98.0,No,7.3,3,64.44
2.1,91.1,Yes,4.1,6,51.33
1.4,93.7,No,7.1,3,48.03
7.2,52.8,Yes,7.3,2,46.62
5.6,89.0,Yes,4.8,4,59.63
7.1,81.8,Yes,6.2,9,66.59
2.2,96.8,No,8.8,1,50.42
5.6,73.7,No,8.4,8,50.03
3.0,45.0,Yes,6.1,5,26.05
2.8,75.2,Yes,5.7,2,45.29
1.1,80.5,No,4.6,9,45.29
2.0,53.0,No,4.2,2,27.05
3.5,63.3,No,5.5,3,25.82
1.9,75.3,Yes,8.7,1,33.28
8.9,62.1,No,8.8,1,40.16
3.5,62.1,Yes,8.1,2,35.75
2.0,47.9,No,5.8,2,17.13
2.6,95.5,Yes,4.7,6,63.73
5.7,84.3,Yes,7.0,8,60.43
1.5,40.1,No,7.2,4,19.78
7.9,85.2,No,6.1,3,56.34
8.7,83.6,No,7.5,2,57.02
3.0,40.6,No,7.7,1,26.88
4.6,61.8,Yes,7.9,8,51.78
1.2,75.8,No,6.5,7,43.29
6.1,66.7,No,8.0,2,37.0
4.3,85.9,No,4.1,7,52.87
3.2,65.1,No,7.4,6,40.98
2.7,49.1,No,5.2,8,28.64
6.2,97.6,No,5.4,6,57.61
4.3,54.3,No,4.5,4,40.77
2.4,82.3,No,5.0,8,45.54
6.5,48.4,Yes,9.0,1,30.87
5.5,59.4,No,6.1,1,37.56
7.9,66.1,No,8.6,4,55.71
1.9,51.3,No,4.8,1,25.43
7.3,66.5,No,5.0,5,43.89
6.4,49.3,Yes,6.8,9,36.03
1.9,73.0,Yes,5.7,9,35.82
6.6,79.2,No,7.2,9,57.81
4.5,43.7,Yes,6.1,6,29.39
8.6,91.4,No,8.1,1,67.32
2.1,50.9,No,6.2,5,24.61
6.1,53.3,Yes,6.9,2,42.07
4.1,79.0,Yes,5.6,1,49.71
8.7,67.7,No,7.5,5,51.32
3.6,69.5,Yes,7.3,5,45.75
8.7,47.6,No,6.0,1,43.79
8.2,87.5,No,5.4,7,61.96
3.2,76.4,Yes,7.1,3,44.63
7.4,48.0,Yes,8.7,6,41.22
9.0,62.1,No,4.7,2,46.69
3.0,87.8,Yes,8.0,9,60.35
4.5,73.5,No,6.7,2,48.17
5.2,46.4,No,6.6,2,31.63
3.4,62.0,No,8.8,1,36.35
1.1,54.3,Yes,7.0,1,23.26
2.8,70.5,No,8.2,4,42.0
3.3,89.8,No,6.6,7,50.08
4.5,65.7,No,5.2,4,51.03
2.4,65.6,No,7.5,5,42.65
8.0,93.4,No,8.6,6,73.09
6.6,74.0,Yes,8.2,5,56.41
1.7,73.4,No,5.0,5,40.88
6.2,55.5,No,5.6,4,32.45
6.2,75.9,No,6.6,9,50.89
8.6,74.0,Yes,6.9,5,54.72
1.0,63.4,Yes,5.0,9,36.53
3.0,98.5,No,5.2,4,55.66
8.4,92.0,Yes,7.8,9,76.34
8.5,84.2,Yes,7.7,5,61.38
6.8,71.7,No,8.2,8,58.72
7.1,67.3,No,8.7,1,44.16
1.7,50.9,Yes,5.5,4,25.12
5.1,58.0,No,8.3,4,42.7
2.9,85.7,No,7.3,2,50.08
2.4,66.8,No,8.8,3,32.1
7.5,92.1,No,5.4,8,71.74
2.1,48.7,Yes,5.3,8,29.83
4.7,70.0,No,7.5,1,34.11
8.5,78.2,Yes,8.6,2,56.36
2.5,70.5,Yes,8.1,4,39.82
8.8,92.5,No,7.6,6,65.72
9.0,98.4,Yes,5.9,3,78.06
5.4,46.8,No,7.6,7,33.85
2.4,47.7,Yes,8.0,3,28.45
3.5,47.7,Yes,7.8,8,34.27
4.4,80.2,No,7.4,6,54.68
3.5,62.0,No,4.2,8,45.67
3.2,83.3,Yes,7.3,7,55.79
8.8,63.9,No,6.4,5,58.83
2.2,77.0,Yes,8.8,5,48.62
6.9,85.4,Yes,7.0,3,60.66
1.0,72.3,Yes,7.0,4,39.72
5.8,71.8,Yes,9.0,8,43.51
8.3,45.2,Yes,4.5,5,38.41
3.3,64.2,No,5.4,9,40.58
2.5,72.2,No,7.3,3,41.6
6.2,67.3,Yes,5.6,3,46.92
6.7,93.1,No,5.7,8,67.67
6.5,93.5,Yes,8.5,8,63.34
3.6,88.5,Yes,6.9,7,50.52
3.0,62.1,Yes,4.5,6,33.2
8.6,82.3,Yes,5.6,7,71.62
8.4,63.3,No,4.4,7,46.24
4.7,53.7,Yes,6.8,6,34.74
7.8,60.2,No,4.9,9,50.13
4.6,44.2,No,8.3,5,24.01
4.4,59.6,No,6.9,5,35.0
2.3,67.2,No,4.3,6,40.17
4.4,96.4,Yes,5.5,4,59.0
5.3,58.5,Yes,7.1,9,51.61
1.2,93.2,No,5.7,2,40.97
4.6,53.5,Yes,6.6,3,33.63
7.3,51.3,Yes,8.5,9,44.26
6.4,70.6,No,5.8,1,46.54
6.1,79.7,Yes,5.7,5,50.87
8.3,42.6,No,8.1,3,34.58
1.1,53.0,Yes,5.6,3,28.98
5.5,66.9,No,4.4,1,40.25
7.3,59.5,No,4.9,8,43.05
5.3,82.0,Yes,8.7,3,63.27
3.6,70.2,No,8.7,4,42.94
2.1,49.5,No,5.1,5,28.4
8.1,92.8,No,6.8,5,70.68
4.8,57.3,No,4.7,2,34.48
8.0,83.1,No,7.4,7,60.33
5.7,86.0,Yes,4.9,6,59.89
6.4,96.8,Yes,4.2,7,65.08
7.4,69.4,No,8.1,3,52.37
6.3,76.3,Yes,5.6,8,55.98
4.2,59.8,Yes,4.5,6,43.55
5.1,80.0,Yes,8.2,7,51.58
7.4,67.3,No,7.8,9,57.16
4.0,65.8,No,7.4,8,46.29
4.1,90.5,No,8.6,8,58.41
1.8,43.0,No,6.4,3,23.09
8.3,92.0,No,4.6,1,65.34
1.7,90.3,No,4.3,1,48.68
6.2,69.9,Yes,5.6,2,50.14
4.3,68.9,Yes,4.4,8,46.99
4.2,61.3,No,6.7,6,37.51
6.4,98.7,Yes,4.1,6,65.78
1.5,46.6,No,6.2,1,19.21
5.7,74.8,No,4.9,2,51.2
7.2,80.2,No,5.8,5,59.94
7.6,95.1,Yes,7.4,3,72.01
2.4,86.0,Yes,5.8,2,52.36
8.2,78.0,No,5.7,9,60.86
6.2,46.9,Yes,9.0,7,47.29
8.1,62.1,No,7.6,1,45.79
4.9,48.2,No,6.6,1,27.57
5.3,92.0,No,6.9,3,60.03
8.4,84.2,No,7.1,6,65.99
8.2,84.7,No,4.1,2,56.6
4.6,78.5,No,4.4,8,51.08
3.2,69.9,Yes,7.2,4,40.75
4.1,48.8,Yes,5.8,8,35.47
4.1,59.5,No,4.3,7,41.42
3.3,48.1,No,5.5,2,24.82
3.1,82.8,No,4.7,9,53.88
7.9,49.5,Yes,8.6,5,37.77
1.6,81.4,No,5.0,6,48.12
6.4,80.8,Yes,4.7,2,52.73
2.4,67.1,No,7.1,3,34.58
3.8,48.0,No,6.6,8,33.82
1.5,58.6,Yes,6.9,5,33.94
3.2,58.9,Yes,6.2,1,32.55
7.1,81.3,Yes,6.3,9,59.34
8.1,46.7,No,7.9,1,35.27
2.8,88.9,No,5.1,9,54.9
4.7,84.9,No,6.0,6,56.86
4.8,51.0,No,8.8,7,33.33
8.0,82.4,No,4.9,1,54.65
7.1,79.4,No,5.5,1,54.46
5.1,84.1,No,5.0,5,53.9
6.4,51.1,Yes,4.1,2,36.93
7.8,49.3,No,5.3,5,29.71
1.1,54.0,No,4.2,5,24.58
4.2,61.6,Yes,4.8,6,44.13
8.3,86.8,No,5.8,9,64.8
6.9,83.5,No,4.1,6,60.82
5.3,94.6,Yes,7.8,1,55.69
5.2,43.5,Yes,8.0,5,26.61
3.8,40.7,No,6.1,2,24.56
5.2,81.2,No,8.9,8,56.41
6.2,56.5,No,7.4,7,41.71
4.3,59.7,No,7.7,6,42.97
6.7,72.3,Yes,5.0,2,48.98
7.9,46.0,Yes,8.2,3,36.99
2.2,77.9,Yes,8.7,9,46.57
4.6,59.2,No,5.2,9,37.5
4.3,77.3,No,7.4,7,52.5
6.5,89.2,Yes,7.7,2,59.72
3.0,50.1,No,5.5,7,34.94
6.1,94.9,No,6.4,1,48.8
8.0,71.3,Yes,4.5,9,62.02
4.3,94.5,No,4.9,9,63.12
8.3,52.3,No,4.3,6,43.23
8.9,75.7,Yes,6.8,1,52.62
1.8,63.8,No,7.1,8,30.53
2.9,85.7,Yes,8.6,6,56.31
8.6,75.7,Yes,6.7,9,64.31
8.7,69.2,Yes,5.3,9,59.89
1.8,93.9,No,4.3,7,52.68
1.1,62.2,No,8.4,4,35.12
2.3,53.0,No,6.4,1,23.52
9.0,75.9,No,7.7,3,57.08
2.4,76.8,No,4.1,6,42.91
5.0,65.9,No,6.4,1,39.62
7.8,68.7,No,5.6,4,56.49
1.2,96.6,No,4.2,8,48.92
5.8,83.2,Yes,7.9,8,52.76
3.2,46.5,No,6.6,6,22.57
7.9,52.5,No,5.7,6,46.06
3.3,97.6,No,8.0,3,56.91
6.5,82.9,Yes,6.2,7,54.15
6.4,94.0,No,4.0,8,65.78
2.8,57.9,No,8.7,2,30.48
1.3,83.8,Yes,5.3,5,48.31
4.3,82.1,Yes,8.2,6,57.7
3.3,57.4,Yes,8.1,1,43.32
7.5,72.5,No,4.8,5,48.37
7.4,77.0,No,6.4,3,47.21
4.7,68.4,Yes,4.2,3,45.61
5.9,88.8,No,5.8,6,63.97
5.8,89.1,Yes,7.7,1,53.33
7.6,90.2,No,5.2,5,59.13
4.4,87.4,No,4.6,5,55.65
3.2,68.8,No,6.5,5,47.76
3.1,62.5,Yes,6.7,3,33.37
5.3,89.1,No,7.4,6,59.75
4.6,68.9,No,7.8,1,34.16
4.5,54.5,No,7.5,1,32.02
1.7,69.9,No,8.2,2,35.72
6.7,48.4,No,5.1,4,42.01
2.7,80.8,Yes,6.8,9,48.87
2.6,59.8,No,5.8,8,38.8
4.3,55.4,No,8.8,2,31.02
2.8,96.4,No,6.2,1,53.56
5.7,85.8,No,8.8,4,65.71
4.0,86.4,No,7.8,5,61.1
4.6,76.8,No,7.6,2,55.04
5.3,89.5,Yes,6.5,6,62.42
2.6,84.8,No,6.2,8,50.49
2.2,75.3,Yes,6.6,5,45.1
8.0,96.7,No,5.5,4,70.38
4.5,51.3,No,8.5,7,37.52
4.3,95.7,Yes,8.0,5,58.98
1.3,63.7,No,8.0,8,33.02
5.0,71.2,No,6.2,7,45.85
5.4,47.2,No,4.4,5,36.95
5.5,71.9,Yes,7.4,8,57.38
6.7,76.1,No,5.9,1,63.16
2.4,98.9,No,8.4,8,61.81
3.0,97.5,Yes,7.9,3,54.97
7.5,97.0,No,4.7,1,62.7
8.6,60.6,Yes,7.0,9,53.65
2.1,98.5,Yes,7.5,6,64.62
5.0,66.9,No,6.8,8,49.64
2.7,90.3,Yes,6.6,4,47.88
1.5,52.8,No,5.1,2,23.79
3.6,69.8,No,5.2,6,36.9
2.1,97.0,No,7.8,2,55.68
6.7,95.9,Yes,4.1,1,60.33
5.3,80.3,No,7.9,7,52.69
2.2,87.1,Yes,6.6,7,44.86
1.1,50.4,No,8.7,6,29.23
7.5,82.6,Yes,9.0,2,64.74
2.4,76.5,No,7.3,5,41.06
5.8,45.4,No,6.1,1,29.44
3.7,46.7,No,6.4,2,24.48
5.7,46.4,Yes,5.0,5,33.68
3.5,82.7,No,4.5,5,45.98
1.7,48.4,No,6.9,7,22.21
2.8,67.6,No,8.0,5,45.2
2.5,61.1,Yes,5.3,6,25.76
4.4,72.5,Yes,6.1,2,47.1
6.3,81.7,Yes,6.8,5,59.02
3.1,80.4,Yes,8.5,8,58.95
1.1,70.4,Yes,4.7,1,33.22
5.2,67.4,No,5.2,7,44.5
5.8,63.5,Yes,8.6,8,45.8
8.7,90.9,No,4.2,5,68.37
5.7,59.5,No,7.3,4,38.28
4.8,55.3,No,7.2,1,29.27
5.6,83.9,No,5.9,9,55.9
8.4,61.2,Yes,6.3,2,44.64
7.6,90.0,Yes,8.3,5,62.84
3.6,59.3,No,4.8,7,37.44
2.9,81.4,Yes,5.2,8,50.28
3.1,42.7,Yes,6.6,4,27.87
5.0,62.7,No,6.0,1,39.05
7.0,60.3,Yes,6.9,7,43.57
5.0,88.2,No,8.6,9,52.63
1.5,97.1,No,8.6,1,47.1
6.8,67.2,No,5.2,1,48.2
7.4,88.7,No,5.5,7,67.59
3.3,81.3,Yes,4.8,9,56.62
6.3,97.1,No,8.6,5,69.84
4.4,87.9,Yes,6.0,4,60.19
8.1,44.6,No,6.2,6,40.95
7.8,82.1,Yes,8.0,9,72.77
5.2,71.6,No,6.6,2,46.37
6.5,41.0,No,4.6,5,39.75
8.1,54.8,Yes,6.2,4,42.73
5.0,94.4,Yes,7.2,3,58.2
3.5,94.6,Yes,7.6,5,58.32
7.0,87.1,No,7.2,7,63.19
2.8,97.9,Yes,4.6,3,55.11
4.1,87.6,No,5.5,3,54.59
7.9,40.6,No,7.7,6,36.63
6.8,57.0,No,8.4,5,41.11
4.2,41.8,No,4.2,3,23.17
2.7,45.6,Yes,4.2,1,27.98
3.8,52.9,Yes,7.2,2,33.62
3.3,69.7,No,6.7,3,33.4
2.4,90.0,No,4.8,4,56.18
6.9,90.9,Yes,6.7,5,66.81
3.0,76.4,Yes,8.9,9,53.16
4.6,94.8,Yes,7.2,4,64.72
4.1,69.5,Yes,6.2,9,52.04
8.9,92.5,Yes,8.1,5,67.69
4.1,66.8,No,5.1,3,35.54
1.6,56.4,No,6.1,7,40.53
1.7,94.1,Yes,6.6,8,53.5
5.7,62.9,No,6.5,9,48.37
5.8,69.7,Yes,8.6,9,59.98
4.4,59.4,No,5.5,6,36.73
4.5,79.1,No,4.3,9,51.07
1.4,98.7,No,8.6,3,57.34
5.1,41.5,Yes,5.1,2,28.72
5.0,93.1,Yes,5.9,5,63.29
2.2,40.2,No,6.7,7,22.57
1.8,61.5,Yes,8.9,7,35.02
2.0,49.9,Yes,6.7,6,27.58
1.8,84.7,Yes,6.2,3,51.5
5.9,43.0,No,6.9,6,31.87
2.6,72.7,Yes,8.9,1,42.58
3.0,57.4,No,8.1,3,28.73
2.4,47.9,No,4.8,2,31.4
8.7,85.5,Yes,8.0,4,67.16
7.8,52.8,No,8.2,8,47.33
2.8,53.2,Yes,7.5,3,34.61
3.6,56.2,No,7.3,6,33.58
2.7,74.6,No,6.2,1,44.53
4.9,78.9,No,7.2,4,44.71
1.2,41.0,No,7.7,5,17.13
6.4,54.3,Yes,4.6,5,37.63
5.2,65.4,No,5.3,1,32.61
8.2,59.6,No,5.0,9,48.3
2.3,92.2,Yes,8.2,5,54.66
7.4,86.5,Yes,7.4,9,62.77
7.3,76.9,Yes,6.3,7,54.16
2.0,59.9,Yes,8.1,5,34.93
4.2,81.3,No,7.6,9,54.19
2.4,89.8,Yes,8.6,5,52.63
3.0,75.1,No,4.4,9,41.54
3.1,86.3,Yes,6.5,5,51.08
5.4,84.2,Yes,7.5,1,51.79
4.3,73.7,Yes,5.0,7,49.43
8.6,58.4,Yes,5.6,5,47.02
2.0,84.0,No,6.1,5,46.71
8.8,52.2,No,8.0,6,41.04
2.8,86.0,Yes,6.5,6,47.01
7.2,87.5,No,6.5,7,65.85
3.7,88.5,No,6.2,8,59.31
2.1,67.9,No,5.1,1,32.39
7.9,51.4,No,8.6,3,41.43
3.5,45.9,No,5.6,6,26.44
6.3,83.9,No,6.8,1,58.92
5.5,92.3,Yes,4.7,5,60.79
4.8,78.4,Yes,6.2,5,49.95
5.0,48.5,No,8.5,9,40.99
6.9,95.2,No,9.0,2,61.33
1.7,98.4,No,5.8,7,56.82
6.3,65.6,No,4.8,9,45.12
8.2,75.1,Yes,5.6,8,63.26
1.5,85.9,No,5.6,1,46.49
2.1,83.4,No,7.2,1,38.92
6.7,97.1,No,6.5,2,58.51
4.5,46.8,No,7.8,1,29.4
4.2,74.3,Yes,7.5,8,58.79
2.1,80.8,Yes,5.3,7,51.47
5.1,92.5,No,7.9,6,60.26
2.0,91.6,Yes,8.2,2,47.95
4.8,97.7,No,7.0,9,60.79
7.1,70.2,No,8.6,1,52.02
3.1,89.0,Yes,7.9,1,55.23
4.8,65.2,No,7.0,2,38.11
8.9,64.9,No,8.5,7,54.32
6.5,54.9,No,7.0,1,37.99
7.7,88.3,Yes,6.6,3,71.09
4.3,98.2,No,5.8,8,63.67
7.1,55.1,No,8.4,7,40.97
1.3,43.3,No,4.6,8,17.92
2.0,88.1,No,6.4,6,46.53
2.6,76.6,No,6.7,8,51.65
4.2,96.6,Yes,6.8,5,63.77
7.8,54.9,Yes,7.3,9,47.57
3.8,44.2,No,6.5,1,12.65
6.2,69.1,No,5.3,7,46.33
6.7,45.0,No,8.3,6,38.2
5.7,55.4,Yes,7.3,8,44.71
3.9,47.4,No,8.3,2,29.39
5.6,53.2,Yes,5.4,1,30.04
3.7,46.3,No,7.2,1,26.48
1.7,96.3,Yes,7.6,2,49.17
8.9,56.4,No,5.9,5,47.59
2.0,66.2,Yes,8.1,7,37.01
1.6,93.0,No,4.0,9,57.84
8.0,80.0,Yes,7.0,4,61.89
3.4,76.5,No,7.1,9,48.87
6.2,81.6,No,6.7,3,60.07
3.6,88.9,No,7.2,6,53.59
4.1,91.8,Yes,4.8,9,55.37
3.1,77.9,Yes,7.4,1,48.98
3.7,92.5,No,5.7,4,56.35
4.3,71.6,Yes,6.3,5,45.4
6.8,56.4,Yes,5.7,6,41.72
5.1,91.9,No,6.4,8,63.88
8.5,71.9,No,7.1,2,57.24
1.3,93.5,Yes,8.2,6,50.92
5.0,42.4,Yes,6.4,7,34.91
5.7,63.5,No,5.6,6,45.31
8.4,95.9,No,6.4,4,65.91
1.4,54.7,Yes,7.4,6,30.61
5.6,95.6,Yes,5.7,4,61.11
7.8,96.3,No,6.1,9,76.93
2.9,92.0,Yes,6.8,1,50.0
8.0,73.3,No,5.5,9,64.4
1.2,78.2,No,5.0,4,40.53
6.9,91.3,No,4.7,3,54.23
8.5,85.8,No,5.8,5,55.24
6.3,77.2,Yes,4.2,3,51.71
4.5,98.0,Yes,6.9,1,65.45
1.4,80.5,No,4.9,8,49.94
8.4,97.6,No,5.9,9,74.65
4.8,43.4,Yes,5.3,6,28.43
1.2,48.2,Yes,7.2,2,21.29
6.5,66.6,Yes,8.3,6,51.71
4.9,62.7,Yes,7.2,6,48.28
2.0,86.2,No,6.7,6,51.46
2.7,49.5,No,7.3,9,35.48
1.5,97.6,No,4.1,4,54.78
5.6,58.6,Yes,4.6,2,42.84
6.0,65.3,Yes,4.5,8,39.77
5.0,56.2,Yes,4.5,6,35.87
7.5,74.2,Yes,5.3,1,48.35
7.9,43.5,Yes,6.7,6,34.96
5.9,48.8,Yes,4.6,2,34.06
1.1,84.0,No,8.7,4,39.04
6.6,51.0,No,8.3,2,33.14
4.3,53.9,Yes,8.9,4,36.05
5.5,86.8,No,4.2,7,51.75
6.2,45.5,No,8.3,8,35.54
3.8,65.8,No,8.0,3,42.15
8.3,41.4,No,8.5,1,29.96
2.1,60.5,No,6.6,1,33.1
6.4,81.2,No,7.9,7,55.23
1.0,45.3,Yes,4.3,1,19.87
8.4,92.4,No,4.4,3,61.17
1.9,93.7,No,4.6,5,53.6
1.8,46.2,No,8.6,5,23.33
3.7,98.5,No,4.3,4,60.02
4.0,57.6,No,4.5,8,35.52
2.7,45.0,No,8.7,3,26.85
5.7,40.3,Yes,4.5,8,36.48
4.5,64.1,No,8.3,6,43.44
1.3,77.2,No,7.9,4,38.94
3.6,59.6,No,4.2,3,32.8
7.5,89.4,No,4.1,2,55.52
6.5,82.3,Yes,6.7,6,60.44
6.8,60.7,No,9.0,1,45.28
6.6,83.3,Yes,8.4,8,68.98
3.5,95.5,No,5.6,5,62.47
1.8,45.5,Yes,5.9,7,22.35
3.2,58.1,No,5.9,7,36.61
7.7,67.3,No,7.7,6,51.87
8.8,69.4,No,5.7,5,59.89
5.0,72.0,No,4.7,2,41.23
1.1,57.7,No,7.7,3,31.34
2.1,79.4,No,6.3,3,38.89
3.6,78.1,Yes,4.4,5,47.61
5.6,74.1,No,8.0,2,44.77
1.6,46.7,Yes,6.9,1,14.24
8.5,68.1,No,6.4,4,49.41
3.9,61.0,Yes,7.4,3,37.23
8.3,69.0,No,6.5,3,57.85
7.2,94.4,No,7.2,6,63.09
7.0,68.4,Yes,8.3,9,53.23
5.9,40.8,No,7.1,2,22.79
6.0,65.9,No,7.3,5,51.11
6.1,88.4,No,7.1,2,55.9
6.0,86.0,No,6.7,6,57.8
5.4,70.3,No,4.9,1,42.1
8.9,54.7,No,5.7,1,35.34
6.9,67.4,Yes,7.5,9,48.43
7.2,73.3,Yes,6.1,5,51.14
8.0,99.0,Yes,6.0,9,77.92
2.7,78.0,No,7.8,8,38.14
1.7,81.0,Yes,4.0,9,50.23
4.9,69.0,No,7.4,9,50.09
5.1,60.9,Yes,6.4,8,37.55
7.6,88.0,Yes,5.9,3,61.85
4.6,69.2,Yes,5.7,7,51.93
5.6,98.7,No,4.9,4,58.99
5.2,67.0,No,5.7,8,44.68
1.3,44.0,No,6.0,7,33.7
5.9,80.3,No,6.2,9,58.95
7.6,42.8,No,7.4,8,38.02
2.3,54.8,No,6.3,3,26.52
5.8,60.9,No,8.0,5,44.59
5.7,83.6,No,7.2,3,57.57
2.3,69.2,Yes,4.9,9,34.34
2.0,41.7,No,5.4,1,10.0
8.8,76.4,Yes,4.4,7,57.8
4.1,64.3,Yes,8.7,9,45.52
2.8,94.4,No,8.4,3,54.76
2.4,69.5,No,4.4,7,33.17
6.3,81.8,Yes,6.9,7,58.98
5.9,52.9,No,8.8,2,36.27
6.1,84.9,No,7.7,5,55.0
1.7,82.5,No,6.5,7,44.83
8.1,93.3,No,5.2,2,62.15
4.1,42.0,No,5.4,2,26.1
3.5,66.4,Yes,7.7,6,43.01
4.7,80.1,Yes,7.9,2,46.48
4.1,45.6,Yes,6.6,1,31.45
7.9,64.2,No,4.6,3,42.08
8.4,95.6,No,8.7,1,60.85
3.4,65.7,No,8.2,6,40.11
7.9,98.1,No,4.7,4,67.74
7.3,43.4,No,4.3,2,32.75
8.4,82.4,Yes,6.7,7,60.57
3.0,74.3,Yes,5.4,7,49.82
5.6,69.5,No,5.4,8,56.18
3.2,97.3,No,4.4,7,58.65
7.6,47.6,No,8.8,1,38.14
1.0,92.9,No,8.2,3,40.52
5.5,80.8,No,4.6,1,48.15
3.7,55.3,No,8.4,2,29.62
3.6,93.2,Yes,7.4,1,51.71
6.2,65.3,No,5.6,9,46.42
7.8,88.0,Yes,8.4,7,65.56
5.9,62.9,Yes,7.0,9,43.13
7.8,90.2,Yes,8.2,8,67.93
3.1,77.6,No,6.3,2,39.3
5.2,48.3,No,6.5,1,33.44
4.6,78.3,No,5.5,5,51.01
1.1,51.3,No,5.9,7,27.81
5.5,64.3,Yes,6.8,2,46.96
6.3,50.0,No,8.7,4,34.15
5.7,41.3,No,7.0,7,33.6
6.9,52.5,No,4.7,9,47.1
5.6,71.6,Yes,4.0,6,46.24
1.5,68.4,No,8.3,7,30.67
1.9,69.6,Yes,5.8,8,39.05
5.8,54.6,No,5.6,8,44.65
3.2,80.4,No,8.0,9,47.84
1.6,81.6,No,8.7,2,41.25
4.4,61.1,Yes,7.7,7,39.84
5.4,92.0,Yes,4.9,2,58.07
3.6,78.0,Yes,6.0,7,46.16
6.8,82.1,No,7.8,9,55.54
6.2,56.4,No,8.5,4,39.04
3.7,40.0,No,9.0,5,24.69
7.0,91.1,No,6.6,5,68.32
6.2,88.5,Yes,8.1,2,60.2
6.1,47.3,Yes,4.2,3,29.52
5.4,62.1,Yes,5.4,1,37.36
1.1,79.0,No,5.9,3,42.74
6.6,78.5,No,8.9,5,54.37
4.0,90.8,No,4.0,9,53.91
8.5,48.3,No,5.5,1,38.66
7.5,65.4,Yes,8.7,6,49.68
5.7,45.7,Yes,5.5,2,33.92
3.0,63.0,No,5.1,6,38.64
2.6,40.9,No,7.7,6,19.38
3.7,93.0,Yes,7.7,1,62.64
4.8,71.1,Yes,6.4,5,47.24
3.4,90.1,No,8.7,2,41.94
5.1,43.5,No,5.0,1,28.25
2.3,53.4,Yes,8.6,9,24.59
8.8,55.3,No,7.8,6,52.31
1.9,62.8,Yes,5.8,1,32.21
8.5,87.4,No,8.0,9,68.39
8.3,62.8,Yes,4.7,9,53.68
5.2,52.1,Yes,4.7,7,40.22
6.8,43.8,Yes,8.6,9,38.2
4.5,44.7,Yes,4.5,1,26.74
6.0,84.8,No,4.0,3,55.15
3.7,66.2,No,5.9,8,30.97
3.4,82.8,No,4.5,3,49.47
5.6,80.3,No,8.3,8,59.66
5.0,48.0,Yes,8.6,3,35.07
5.6,48.4,Yes,6.4,4,36.6
3.3,84.6,No,6.1,4,55.67
3.9,82.6,No,6.7,5,50.53
1.7,62.3,Yes,5.1,4,32.93
1.4,44.6,No,5.5,7,20.13
3.0,40.7,No,4.5,4,14.0
1.6,57.0,Yes,6.2,1,29.47
1.8,40.5,No,7.1,5,18.21
7.5,53.6,No,8.7,8,37.72
1.3,64.8,Yes,7.7,6,35.87
6.3,47.2,Yes,7.6,4,35.97
3.2,46.2,No,5.5,4,24.8
8.0,92.9,Yes,8.4,1,66.54
4.9,74.5,Yes,8.7,1,41.14
3.4,95.1,No,8.7,3,60.18
5.1,60.4,No,4.2,4,40.37
4.1,80.0,Yes,7.0,4,55.25
5.5,52.1,No,7.2,2,31.96
1.9,76.5,No,5.5,9,46.45
9.0,47.6,Yes,9.0,8,39.7
4.4,40.1,No,5.5,3,20.99
3.8,95.0,No,5.1,2,49.25
6.7,72.7,Yes,6.4,1,50.92
3.9,94.7,No,5.6,9,56.28
7.7,59.7,No,8.6,5,45.34
4.6,59.3,No,6.2,8,40.71
